,Unit,Abbr,Lost,Kills,LostAvg,KillsAvg
1747,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,7,10,12.5,16.35714286
1748,Qasatim Numidim (Numidian Archers),QASA,19,6,12.5,16.35714286
1753,Merkabim Garamantim(Garamantine Chariots),GARC,6,25,50.875,43.91666667
1755,Hoplital Haplol (Greek Levy Hoplites),HOPH,69,35,50.875,43.91666667
1756,Hoplital Haplol (Greek Levy Hoplites),HOPH,77,17,50.875,43.91666667
1757,Hoplital Haplol (Greek Levy Hoplites),HOPH,76,3,50.875,43.91666667
1758,Hoplitai (Greek ClassIcal Hoplites),HOPL,30,5,50.875,43.91666667
1759,Machimoi (Native Egyptian Infantry),MACH,58,23,50.875,43.91666667
1760,Machimoi (Native Egyptian Infantry),MACH,66,18,50.875,43.91666667
1761,Machimoi (Native Egyptian Infantry),MACH,62,73,50.875,43.91666667
1762,Machimoi (Native Egyptian Infantry),MACH,60,63,50.875,43.91666667
1763,Mistophoros Strategos (Hellenistic Mercenary General),MIST,44,32,50.875,43.91666667
1764,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,54,98,50.875,43.91666667
1765,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,93,26,50.875,43.91666667
1766,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,72,44,50.875,43.91666667
1767,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,42,107,50.875,43.91666667
1768,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,91,186,50.875,43.91666667
1769,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,82,78,50.875,43.91666667
1770,Parasim Numidim (Numidian Cavalry),PARN,33,69,50.875,43.91666667
1771,Parasim Numidim (Numidian Cavalry),PARN,15,33,50.875,43.91666667
1772,Peltastai (Hellenic Heavy Skirmishers),PELT,49,21,50.875,43.91666667
1773,Qasatim Numidim (Numidian Archers),QASA,38,9,50.875,43.91666667
1774,Qasatim Numidim (Numidian Archers),QASA,34,34,50.875,43.91666667
1775,Qasatim Numidim (Numidian Archers),QASA,24,27,50.875,43.91666667
1777,Merkabim Garamantim(Garamantine Chariots),GARC,2,24,37.20833333,38.91666667
1779,Hoplitai (Greek ClassIcal Hoplites),HOPL,34,4,37.20833333,38.91666667
1780,Hoplitai (Greek ClassIcal Hoplites),HOPL,72,16,37.20833333,38.91666667
1781,Hoplitai (Greek ClassIcal Hoplites),HOPL,78,22,37.20833333,38.91666667
1782,Hoplitai (Greek ClassIcal Hoplites),HOPL,76,6,37.20833333,38.91666667
1783,Machimoi (Native Egyptian Infantry),MACH,59,12,37.20833333,38.91666667
1784,Machimoi (Native Egyptian Infantry),MACH,44,30,37.20833333,38.91666667
1785,Machimoi (Native Egyptian Infantry),MACH,10,16,37.20833333,38.91666667
1786,Machimoi (Native Egyptian Infantry),MACH,64,19,37.20833333,38.91666667
1787,Mistophoros Strategos (Hellenistic Mercenary General),MIST,53,31,37.20833333,38.91666667
1788,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,35,70,37.20833333,38.91666667
1789,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,68,207,37.20833333,38.91666667
1790,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,19,57,37.20833333,38.91666667
1791,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,8,106,37.20833333,38.91666667
1792,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,46,73,37.20833333,38.91666667
1793,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,41,88,37.20833333,38.91666667
1794,Parasim Numidim (Numidian Cavalry),PARN,9,23,37.20833333,38.91666667
1795,Parasim Numidim (Numidian Cavalry),PARN,14,32,37.20833333,38.91666667
1796,Peltastai (Hellenic Heavy Skirmishers),PELT,41,26,37.20833333,38.91666667
1797,Qasatim Numidim (Numidian Archers),QASA,29,22,37.20833333,38.91666667
1798,Qasatim Numidim (Numidian Archers),QASA,30,28,37.20833333,38.91666667
1799,Qasatim Numidim (Numidian Archers),QASA,10,11,37.20833333,38.91666667
1800,Merkabim Garamantim(Garamantine Chariots),GARC,8,22,35.1,30.75
1802,Hoplital Haplol (Greek Levy Hoplites),HOPH,41,21,35.1,30.75
1804,Machimoi (Native Egyptian Infantry),MACH,69,9,35.1,30.75
1805,Machimoi (Native Egyptian Infantry),MACH,71,30,35.1,30.75
1809,Mistophoros Strategos (Hellenistic Mercenary General),MIST,23,19,35.1,30.75
1810,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,29,48,35.1,30.75
1811,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,56,7,35.1,30.75
1812,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,69,28,35.1,30.75
1813,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,36,152,35.1,30.75
1814,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,47,88,35.1,30.75
1815,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,35,44,35.1,30.75
1816,Parasim Numidim (Numidian Cavalry),PARN,7,11,35.1,30.75
1817,Peltastai (Hellenic Heavy Skirmishers),PELT,6,26,35.1,30.75
1818,Qasatim Numidim (Numidian Archers),QASA,1,55,35.1,30.75
1819,Qasatim Numidim (Numidian Archers),QASA,8,3,35.1,30.75
1826,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,1,34,12.2,16.6
1827,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,14,27,12.2,16.6
1828,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,19,29,12.2,16.6
1829,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,40,16,12.2,16.6
1830,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,24,41,12.2,16.6
1831,Parasim Numidim (Numidian Cavalry),PARN,8,52,12.2,16.6
1833,Qasatim Numidim (Numidian Archers),QASA,1,10,12.2,16.6
1834,Qasatim Numidim (Numidian Archers),QASA,11,9,12.2,16.6
1835,Appea Gaedotos (Alpine Phalanx),APPE,7,5,4.875,10.5625
1836,Appea Gaedotos (Alpine Phalanx),APPE,8,3,4.875,10.5625
1837,Gaeroas (Celtic Spearmen),GAER,24,10,4.875,10.5625
1841,Iaosatae (Celtic Slingers),IOSA,0,26,4.875,10.5625
1843,Kluddacorii (Alpine Shortswordsmen),KLUD,10,9,4.875,10.5625
1844,Lugoae (Celtic Levy Spearmen),LUGO,10,9,4.875,10.5625
1850,Teceitos (CeltIc Axemen),TECE,7,7,4.875,10.5625
1852,Antesignati (Post Marian Elite Legionary Light Infantry),ANTE,29,111,40.21875,19.53125
1853,Antesignati (Post Marian Elite Legionary Light Infantry),ANTE,12,0,40.21875,19.53125
1854,Antesignati (Post Marian Elite Legionary Light Infantry),ANTE,37,14,40.21875,19.53125
1855,Antesignati (Post Marian Elite Legionary Light Infantry),ANTE,35,0,40.21875,19.53125
1856,Brigantinoi (Celtiberian Champions),BRIG,16,38,40.21875,19.53125
1857,Brigantinoi (Celtiberian Champions),BRIG,26,17,40.21875,19.53125
1858,Brigantinoi (Celtiberian Champions),BRIG,7,14,40.21875,19.53125
1859,Cantabrae Eponereidam (Cantabrian Light Cavalry),CANT,50,13,40.21875,19.53125
1860,Cantabrae Eponereidam (Cantabrian Light Cavalry),CANT,50,19,40.21875,19.53125
1861,Cantabrae Eponereidam (Cantabrian Light Cavalry),CANT,12,2,40.21875,19.53125
1862,Cantabrae Eponereidam (Cantabrian Light Cavalry),CANT,50,7,40.21875,19.53125
1865,Cohors Reformata (Post Marian Legionary Cohort),COHO,69,16,40.21875,19.53125
1866,Cohors Reformata (Post Marian Legionary Cohort),COHO,52,20,40.21875,19.53125
1867,Cohors Reformata (Post Marian Legionary Cohort),COHO,27,7,40.21875,19.53125
1868,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,16,14,40.21875,19.53125
1870,Gaesamica (Javelineers),GAES,50,11,40.21875,19.53125
1871,Gaesamica (Javelineers),GAES,83,28,40.21875,19.53125
1872,Gaesamica (Javelineers),GAES,48,16,40.21875,19.53125
1873,Hoplitai (Greek ClassIcal Hoplites),HOPL,81,37,40.21875,19.53125
1874,Iberi Milites (Iberian Light Spearman),IBER,121,60,40.21875,19.53125
1875,Iberi Milites (Iberian Light Spearman),IBER,121,23,40.21875,19.53125
1876,Mezugenoi (Celtiberian Swordsmen),MEZU,11,18,40.21875,19.53125
1877,Mezugenoi (Celtiberian Swordsmen),MEZU,27,27,40.21875,19.53125
1878,Mezugenoi (Celtiberian Swordsmen),MEZU,1,14,40.21875,19.53125
1879,Mezugenoi (Celtiberian Swordsmen),MEZU,16,22,40.21875,19.53125
1881,Qasatim Numidim (Numidian Archers),QASA,80,36,40.21875,19.53125
1882,Dorkim Shardanim (Sardinian Infantry),SARD,69,16,40.21875,19.53125
1886,Antesignati (Post Marian Elite Legionary Light Infantry),ANTE,9,10,39.53125,19.90625
1888,Brigantinoi (Celtiberian Champions),BRIG,70,54,39.53125,19.90625
1889,Brigantinoi (Celtiberian Champions),BRIG,45,46,39.53125,19.90625
1890,Brigantinoi (Celtiberian Champions),BRIG,28,0,39.53125,19.90625
1891,Cantabrae Eponereidam (Cantabrian Light Cavalry),CANT,48,23,39.53125,19.90625
1892,Cantabrae Eponereidam (Cantabrian Light Cavalry),CANT,42,26,39.53125,19.90625
1893,Cantabrae Eponereidam (Cantabrian Light Cavalry),CANT,12,3,39.53125,19.90625
1894,Cantabrae Eponereidam (Cantabrian Light Cavalry),CANT,50,17,39.53125,19.90625
1897,Cohors Reformata (Post Marian Legionary Cohort),COHO,28,16,39.53125,19.90625
1898,Cohors Reformata (Post Marian Legionary Cohort),COHO,56,13,39.53125,19.90625
1900,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,5,32,39.53125,19.90625
1902,Gaesamica (Javelineers),GAES,109,32,39.53125,19.90625
1903,Gaesamica (Javelineers),GAES,120,21,39.53125,19.90625
1904,Gaesamica (Javelineers),GAES,79,39,39.53125,19.90625
1905,Hoplitai (Greek ClassIcal Hoplites),HOPL,80,14,39.53125,19.90625
1906,Iberi Milites (Iberian Light Spearman),IBER,119,54,39.53125,19.90625
1907,Iberi Milites (Iberian Light Spearman),IBER,119,74,39.53125,19.90625
1908,Mezugenoi (Celtiberian Swordsmen),MEZU,27,24,39.53125,19.90625
1909,Mezugenoi (Celtiberian Swordsmen),MEZU,8,22,39.53125,19.90625
1910,Mezugenoi (Celtiberian Swordsmen),MEZU,23,5,39.53125,19.90625
1911,Mezugenoi (Celtiberian Swordsmen),MEZU,10,10,39.53125,19.90625
1913,Qasatim Numidim (Numidian Archers),QASA,77,6,39.53125,19.90625
1914,Dorkim Shardanim (Sardinian Infantry),SARD,61,19,39.53125,19.90625
1915,Brigantinoi (Celtiberian Champions),BRIG,3,24,22,70.5
1916,Brigantinoi (Celtiberian Champions),BRIG,9,41,22,70.5
1917,Brigantinoi (Celtiberian Champions),BRIG,13,90,22,70.5
1918,Cantabrae Eponereidam (Cantabrian Light Cavalry),CANT,36,45,22,70.5
1919,Cantabrae Eponereidam (Cantabrian Light Cavalry),CANT,27,27,22,70.5
1921,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,20,52,22,70.5
1922,Gaesamica (Javelineers),GAES,58,111,22,70.5
1923,Iberi Milites (Iberian Light Spearman),IBER,37,35,22,70.5
1929,Mezugenoi (Celtiberian Swordsmen),MEZU,10,129,22,70.5
1930,Mezugenoi (Celtiberian Swordsmen),MEZU,2,107,22,70.5
1931,Mezugenoi (Celtiberian Swordsmen),MEZU,0,44,22,70.5
1932,Mezugenoi (Celtiberian Swordsmen),MEZU,1,34,22,70.5
1933,Qasatim Numidim (Numidian Archers),QASA,33,58,22,70.5
1934,Dorkim Shardanim (Sardinian Infantry),SARD,31,27,22,70.5
1935,Unlocalized Arabic General,ARAB,7,39,8.15,16.35
1936,Unlocalized Arabic General,ARAB,14,53,8.15,16.35
1940,Machimoi (Native Egyptian Infantry),MACH,26,20,8.15,16.35
1946,Mistophoros Strategos (Hellenistic Mercenary General),MIST,12,89,8.15,16.35
1947,Mistophoros Strategos (Hellenistic Mercenary General),MIST,11,27,8.15,16.35
1948,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,5,25,8.15,16.35
1949,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,23,41,8.15,16.35
1952,Peltastai (Hellenic Heavy Skirmishers),PELT,2,9,8.15,16.35
1955,Unlocalized Arabic General,ARAB,9,49,11.55,18.65
1956,Unlocalized Arabic General,ARAB,5,10,11.55,18.65
1959,Hoplitai (Greek ClassIcal Hoplites),HOPL,9,6,11.55,18.65
1962,Machimoi (Native Egyptian Infantry),MACH,27,11,11.55,18.65
1966,Mistophoros Strategos (Hellenistic Mercenary General),MIST,1,34,11.55,18.65
1967,Mistophoros Strategos (Hellenistic Mercenary General),MIST,4,118,11.55,18.65
1968,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,1,13,11.55,18.65
1969,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,10,6,11.55,18.65
1970,Pantodapoi (Hellenic Native Spearmen),PANT,76,1,11.55,18.65
1971,Peltastai (Hellenic Heavy Skirmishers),PELT,16,15,11.55,18.65
1973,Peltastai (Hellenic Heavy Skirmishers),PELT,22,10,11.55,18.65
1974,Peltastai (Hellenic Heavy Skirmishers),PELT,39,58,11.55,18.65
1975,Unlocalized Arabic General,ARAB,28,166,29.85714286,71.57142857
1976,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,19,54,29.85714286,71.57142857
1977,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,28,76,29.85714286,71.57142857
1978,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,44,167,29.85714286,71.57142857
1979,Qala'im 'Arabim (Arabian Slingers),QALA,27,11,29.85714286,71.57142857
1980,Qala'im 'Arabim (Arabian Slingers),QALA,26,10,29.85714286,71.57142857
1981,Qala'im 'Arabim (Arabian Slingers),QALA,37,17,29.85714286,71.57142857
1983,Unlocalized Arabic General,ARAB,1,30,0.421052632,10.05
1988,Machimoi (Native Egyptian Infantry),MACH,3,33,0.421052632,10.05
1994,Mistophoros Strategos (Hellenistic Mercenary General),MIST,4,58,0.421052632,10.05
1999,Peltastai (Hellenic Heavy Skirmishers),PELT,0,16,0.421052632,10.05
2002,Unlocalized Arabic General,ARAB,0,20,5.85,11.75
2004,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,13,3,5.85,11.75
2006,Hoplitai (Greek ClassIcal Hoplites),HOPL,45,49,5.85,11.75
2013,Mistophoros Strategos (Hellenistic Mercenary General),MIST,3,33,5.85,11.75
2014,Mistophoros Strategos (Hellenistic Mercenary General),MIST,37,55,5.85,11.75
2016,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,2,16,5.85,11.75
2022,Appea Gaedotos (Alpine Phalanx),APPE,2,16,19.7,61.2
2023,Appea Gaedotos (Alpine Phalanx),APPE,35,8,19.7,61.2
2024,Appea Gaedotos (Alpine Phalanx),APPE,9,26,19.7,61.2
2025,Appea Gaedotos (Alpine Phalanx),APPE,1,11,19.7,61.2
2026,Appea Gaedotos (Alpine Phalanx),APPE,11,48,19.7,61.2
2027,Mori Gaesum (Helvetii Phalanx),MORI,37,63,19.7,61.2
2028,Mori Gaesum (Helvetii Phalanx),MORI,8,29,19.7,61.2
2029,Mori Gaesum (Helvetii Phalanx),MORI,6,83,19.7,61.2
2030,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,62,251,19.7,61.2
2031,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,26,77,19.7,61.2
2032,Appea Gaedotos (Alpine Phalanx),APPE,20,104,32.7,93.7
2033,Appea Gaedotos (Alpine Phalanx),APPE,4,78,32.7,93.7
2034,Appea Gaedotos (Alpine Phalanx),APPE,53,71,32.7,93.7
2035,Appea Gaedotos (Alpine Phalanx),APPE,50,60,32.7,93.7
2036,Appea Gaedotos (Alpine Phalanx),APPE,34,34,32.7,93.7
2037,Mori Gaesum (Helvetii Phalanx),MORI,16,109,32.7,93.7
2038,Mori Gaesum (Helvetii Phalanx),MORI,44,130,32.7,93.7
2039,Mori Gaesum (Helvetii Phalanx),MORI,62,150,32.7,93.7
2040,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,19,88,32.7,93.7
2041,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,25,113,32.7,93.7
2046,Unlocalized Arabic General,ARAB,40,91,40.71428571,58.78571429
2047,Unlocalized Arabic General,ARAB,49,91,40.71428571,58.78571429
2048,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,75,29,40.71428571,58.78571429
2049,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,64,60,40.71428571,58.78571429
2052,Qala'im 'Arabim (Arabian Slingers),QALA,60,2,40.71428571,58.78571429
2053,Qala'im 'Arabim (Arabian Slingers),QALA,9,10,40.71428571,58.78571429
2054,Qala'im 'Arabim (Arabian Slingers),QALA,48,20,40.71428571,58.78571429
2056,Antesignati (Post Marian Elite Legionary Light Infantry),ANTE,11,69,13.76923077,30.61538462
2057,Cohors Evocata (Post Marian Reenlisted Veterans Consort),COHE,12,29,13.76923077,30.61538462
2058,Cohors Evocata (Post Marian Reenlisted Veterans Consort),COHE,16,45,13.76923077,30.61538462
2059,Cohors Evocata (Post Marian Reenlisted Veterans Consort),COHE,9,27,13.76923077,30.61538462
2061,Cohors Reformata (Post Marian Legionary Cohort),COHO,28,83,13.76923077,30.61538462
2064,Cohors Reformata (Post Marian Legionary Cohort),COHO,0,65,13.76923077,30.61538462
2065,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,31,33,13.76923077,30.61538462
2066,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,31,17,13.76923077,30.61538462
2067,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,24,9,13.76923077,30.61538462
2070,Antesignati (Post Marian Elite Legionary Light Infantry),ANTE,9,21,6.3,9
2071,Antesignati (Post Marian Elite Legionary Light Infantry),ANTE,20,8,6.3,9
2072,Antesignati (Post Marian Elite Legionary Light Infantry),ANTE,2,43,6.3,9
2073,Antesignati (Post Marian Elite Legionary Light Infantry),ANTE,1,14,6.3,9
2077,Cohors Evocata (Post Marian Reenlisted Veterans Consort),COHE,2,9,6.3,9
2078,Cohors Reformata (Post Marian Legionary Cohort),COHO,16,51,6.3,9
2079,Cohors Reformata (Post Marian Legionary Cohort),COHO,2,13,6.3,9
2080,Cohors Reformata (Post Marian Legionary Cohort),COHO,9,20,6.3,9
2082,Hoplitai (Greek ClassIcal Hoplites),HOPL,24,7,6.3,9
2094,Mistophoros Strategos (Hellenistic Mercenary General),MIST,3,52,6.3,9
2101,Pezoi Brettioi (Bruttlan Infantry),PEZO,21,12,6.3,9
2102,Dorkim Shardanim (Sardinian Infantry),SARD,5,6,6.3,9
2106,Dorkim Shardanim (Sardinian Infantry),SARD,16,18,6.3,9
2107,Dorkim Shardanim (Sardinian Infantry),SARD,0,11,6.3,9
2109,Brigantinoi (Celtiberian Champions),BRIG,2,21,15.75,55.2
2110,Brigantinoi (Celtiberian Champions),BRIG,23,42,15.75,55.2
2111,Brigantinoi (Celtiberian Champions),BRIG,19,127,15.75,55.2
2112,Brigantinoi (Celtiberian Champions),BRIG,28,65,15.75,55.2
2113,Brigantinoi (Celtiberian Champions),BRIG,0,59,15.75,55.2
2114,Cantabrae Eponereidam (Cantabrian Light Cavalry),CANT,1,31,15.75,55.2
2115,Cantabrae Eponereidam (Cantabrian Light Cavalry),CANT,10,62,15.75,55.2
2116,Cantabrae Eponereidam (Cantabrian Light Cavalry),CANT,16,4,15.75,55.2
2117,Celtae Vollorix (Celtic Lesser King),CELT,7,140,15.75,55.2
2118,Celtae Vollorix (Celtic Lesser King),CELT,21,48,15.75,55.2
2121,Gaesamica (Javelineers),GAES,44,76,15.75,55.2
2122,Iberi Milites (Iberian Light Spearman),IBER,10,133,15.75,55.2
2123,Iaosatae (Celtic Slingers),IOSA,0,50,15.75,55.2
2124,Mezugenoi (Celtiberian Swordsmen),MEZU,43,33,15.75,55.2
2125,Mezugenoi (Celtiberian Swordsmen),MEZU,10,30,15.75,55.2
2126,Mezugenoi (Celtiberian Swordsmen),MEZU,0,30,15.75,55.2
2127,Mezugenoi (Celtiberian Swordsmen),MEZU,5,62,15.75,55.2
2128,Vigiles (Town Watch),VIGI,38,26,15.75,55.2
2129,Brigantinoi (Celtiberian Champions),BRIG,34,60,23.45,53.65
2130,Brigantinoi (Celtiberian Champions),BRIG,3,40,23.45,53.65
2131,Brigantinoi (Celtiberian Champions),BRIG,2,71,23.45,53.65
2132,Brigantinoi (Celtiberian Champions),BRIG,12,94,23.45,53.65
2133,Brigantinoi (Celtiberian Champions),BRIG,17,31,23.45,53.65
2134,Cantabrae Eponereidam (Cantabrian Light Cavalry),CANT,24,65,23.45,53.65
2135,Cantabrae Eponereidam (Cantabrian Light Cavalry),CANT,19,5,23.45,53.65
2136,Cantabrae Eponereidam (Cantabrian Light Cavalry),CANT,17,7,23.45,53.65
2137,Celtae Vollorix (Celtic Lesser King),CELT,14,104,23.45,53.65
2138,Celtae Vollorix (Celtic Lesser King),CELT,43,126,23.45,53.65
2140,Cohors Validum Auxiliarium (Imperial Heavy Auxiliary Infantry Cohort),COHV,21,67,23.45,53.65
2141,Gaesamica (Javelineers),GAES,25,64,23.45,53.65
2142,Iberi Milites (Iberian Light Spearman),IBER,18,57,23.45,53.65
2143,Iaosatae (Celtic Slingers),IOSA,22,2,23.45,53.65
2144,Mezugenoi (Celtiberian Swordsmen),MEZU,42,63,23.45,53.65
2145,Mezugenoi (Celtiberian Swordsmen),MEZU,42,18,23.45,53.65
2146,Mezugenoi (Celtiberian Swordsmen),MEZU,0,44,23.45,53.65
2147,Mezugenoi (Celtiberian Swordsmen),MEZU,11,86,23.45,53.65
2148,Vigiles (Town Watch),VIGI,27,48,23.45,53.65
2149,Brigantinoi (Celtiberian Champions),BRIG,5,52,11.4,26.7
2150,Brigantinoi (Celtiberian Champions),BRIG,0,14,11.4,26.7
2151,Brigantinoi (Celtiberian Champions),BRIG,0,23,11.4,26.7
2152,Cantabrae Eponereidam (Cantabrian Light Cavalry),CANT,17,21,11.4,26.7
2153,Cantabrae Eponereidam (Cantabrian Light Cavalry),CANT,13,23,11.4,26.7
2155,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,22,16,11.4,26.7
2156,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,11,14,11.4,26.7
2157,Gaesamica (Javelineers),GAES,12,5,11.4,26.7
2159,Iaosatae (Celtic Slingers),IOSA,1,11,11.4,26.7
2160,Iaosatae (Celtic Slingers),IOSA,2,23,11.4,26.7
2161,Iaosatae (Celtic Slingers),IOSA,0,43,11.4,26.7
2164,Mezugenoi (Celtiberian Swordsmen),MEZU,0,14,11.4,26.7
2165,Mistophoros Strategos (Hellenistic Mercenary General),MIST,35,25,11.4,26.7
2170,Antesignati (Post Marian Elite Legionary Light Infantry),ANTE,10,30,12.15,33.7
2171,Cohors Evocata (Post Marian Reenlisted Veterans Consort),COHE,6,58,12.15,33.7
2172,Cohors Evocata (Post Marian Reenlisted Veterans Consort),COHE,43,49,12.15,33.7
2173,Cohors Evocata (Post Marian Reenlisted Veterans Consort),COHE,18,33,12.15,33.7
2174,Cohors Evocata (Post Marian Reenlisted Veterans Consort),COHE,0,11,12.15,33.7
2175,Cohors Evocata (Post Marian Reenlisted Veterans Consort),COHE,1,38,12.15,33.7
2176,Cohors Reformata (Post Marian Legionary Cohort),COHO,13,63,12.15,33.7
2177,Cohors Reformata (Post Marian Legionary Cohort),COHO,7,17,12.15,33.7
2178,Cohors Reformata (Post Marian Legionary Cohort),COHO,0,42,12.15,33.7
2179,Cohors Reformata (Post Marian Legionary Cohort),COHO,6,95,12.15,33.7
2180,Cohors Reformata (Post Marian Legionary Cohort),COHO,19,32,12.15,33.7
2181,Cohors Reformata (Post Marian Legionary Cohort),COHO,10,23,12.15,33.7
2184,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,20,20,12.15,33.7
2185,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,1,83,12.15,33.7
2187,Hoplitai (Greek ClassIcal Hoplites),HOPL,1,28,12.15,33.7
2188,Peltastai (Hellenic Heavy Skirmishers),PELT,47,31,12.15,33.7
2189,Antesignati (Post Marian Elite Legionary Light Infantry),ANTE,8,43,30.85714286,58.76190476
2190,Cohors Evocata (Post Marian Reenlisted Veterans Consort),COHE,9,66,30.85714286,58.76190476
2191,Cohors Reformata (Post Marian Legionary Cohort),COHO,95,125,30.85714286,58.76190476
2192,Cohors Reformata (Post Marian Legionary Cohort),COHO,5,29,30.85714286,58.76190476
2193,Cohors Reformata (Post Marian Legionary Cohort),COHO,81,113,30.85714286,58.76190476
2194,Cohors Reformata (Post Marian Legionary Cohort),COHO,4,113,30.85714286,58.76190476
2195,Cohors Reformata (Post Marian Legionary Cohort),COHO,49,48,30.85714286,58.76190476
2196,Cohors Reformata (Post Marian Legionary Cohort),COHO,67,152,30.85714286,58.76190476
2197,Cohors Validum Auxiliarium (Imperial Heavy Auxiliary Infantry Cohort),COHV,48,36,30.85714286,58.76190476
2200,Hoplitai (Greek ClassIcal Hoplites),HOPL,29,17,30.85714286,58.76190476
2201,Hoplitai (Greek ClassIcal Hoplites),HOPL,51,132,30.85714286,58.76190476
2204,Mistophoros Strategos (Hellenistic Mercenary General),MIST,0,18,30.85714286,58.76190476
2205,Peltastai (Hellenic Heavy Skirmishers),PELT,69,72,30.85714286,58.76190476
2206,Peltastai (Hellenic Heavy Skirmishers),PELT,44,89,30.85714286,58.76190476
2210,Antesignati (Post Marian Elite Legionary Light Infantry),ANTE,6,37,46.33333333,54.52380952
2211,Cohors Evocata (Post Marian Reenlisted Veterans Consort),COHE,76,90,46.33333333,54.52380952
2212,Cohors Reformata (Post Marian Legionary Cohort),COHO,55,50,46.33333333,54.52380952
2213,Cohors Reformata (Post Marian Legionary Cohort),COHO,95,30,46.33333333,54.52380952
2214,Cohors Reformata (Post Marian Legionary Cohort),COHO,44,72,46.33333333,54.52380952
2215,Cohors Reformata (Post Marian Legionary Cohort),COHO,35,36,46.33333333,54.52380952
2216,Cohors Reformata (Post Marian Legionary Cohort),COHO,78,49,46.33333333,54.52380952
2217,Cohors Reformata (Post Marian Legionary Cohort),COHO,35,33,46.33333333,54.52380952
2218,Cohors Validum Auxiliarium (Imperial Heavy Auxiliary Infantry Cohort),COHV,75,31,46.33333333,54.52380952
2219,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,22,35,46.33333333,54.52380952
2220,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,27,33,46.33333333,54.52380952
2221,Hoplitai (Greek ClassIcal Hoplites),HOPL,31,51,46.33333333,54.52380952
2222,Hoplitai (Greek ClassIcal Hoplites),HOPL,24,25,46.33333333,54.52380952
2224,Mistophoros Strategos (Hellenistic Mercenary General),MIST,53,114,46.33333333,54.52380952
2225,Mistophoros Strategos (Hellenistic Mercenary General),MIST,53,184,46.33333333,54.52380952
2226,Peltastai (Hellenic Heavy Skirmishers),PELT,47,31,46.33333333,54.52380952
2227,Peltastai (Hellenic Heavy Skirmishers),PELT,66,62,46.33333333,54.52380952
2229,Principes (Camillan Heavy Infantry Maniple),PRIN,2,18,46.33333333,54.52380952
2231,Brigantinoi (Celtiberian Champions),BRIG,1,25,3.9375,15.0625
2233,Brigantinoi (Celtiberian Champions),BRIG,0,11,3.9375,15.0625
2234,Brigantinoi (Celtiberian Champions),BRIG,1,30,3.9375,15.0625
2236,Cantabrae Eponereidam (Cantabrian Light Cavalry),CANT,16,19,3.9375,15.0625
